tag,text
P,"不錯的酒店,地址不錯,在市中心,酒店服務員態度很好."
N,我就是喝著三鹿牛奶長大滴 哎，真可惜！懷念三鹿 蒙牛噁心的事情也不少，怎麼還活著？
P,送朋友的，很滿意，美的服務好！
N,不支援擴充套件卡；不支援藍芽，紅外連線。
N,"房間太小,到總檯拿房間居然說我沒有預定,還要在打電話到攜程去確認!"
N,看過了，不怎麼樣，絕沒有吹噓的那樣。建議還是捂緊錢包。
P,時尚的外型和豐富的功能使我非常喜歡　
P,總體感覺不錯。房間略小，已經夠用了。價效比很高。位置略偏。附近有公園，超市，KFC。
P,本人沒看到貨，送到老家的，還沒裝，應該可以吧。
N,曾經覺得畢淑敏不錯，這次讓我非常失望。網購有風險，下單要慎重。
N,女同事們強烈推薦看的，我還是不太懂，太多字！
N,東西不錯，客服服務態度挺好，就是快遞太差勁，都能發錯網點，自己去網點取的。
P,我最愛的蒙牛又有貨了....春運要不要拖幾瓶上車咧~~~
N,"網上隨便看看也就算了,印成書發表實在有點無聊.可笑的是我居然買了."
P,鋼琴烤漆的外殼，透著水紋肌理，感覺不錯。這款筆記本的配置也不錯，甚是合理搭配！物有所值！
P,東西不錯，很好用，安裝師傅服務也很到位，很熱心，贊一個！
P,房間能觀景，很好~~主要是很方便。出門就是太平洋廣場，很繁華的地段
N,房間很冷且不隔音，服務一般，衛生間很小，房間整體舒適性在我住過的如家是最差的。
N,"很差勁的一本書,沒有任何營養成分...看了會消化不良"
N,"內容簡單易懂,色彩柔和,教會寶寶日常生活中應有的禮貌,行為等.如玩耍時要學會排隊,謙讓..."
N,螢幕可視角度小  不知道是不是我的個體差異 只要沒坐正  看的顏色就記得不對  特別是暗色
N,內容比較空洞，況且這隻能是娛樂，不能在英語方面幫助我們.
P,完美屏啊~還送包~~價效比很高！ 從訂單到拿到手不到24小時！ 真是神速了！
P,1、環境不錯，離東百很近，就在東街口後面。2、房間不錯，有電腦，可以免費上網。
N,同一個訂單中這本書沒有收到，那為什麼還會扣錢呢
N,價格在貴陽算便宜的，不過房間太舊，夠大，空調暖風白天不開，生氣！
P,幸運，趕上4699，自提檢查，包裝未拆，完美屏，還不錯。機器挺漂亮的
P,入住後發覺設施較新，相比同等價格酒店而言，價效比高。應算4星標準。比附近的海南大廈感覺要好的多。
N,早就不買蒙牛了
P,第二次買了，很滿意，全5分
N,蒙牛喝到想吐，向腦殘級別不斷髮展，處理家裡的垃圾一直是我的專職。
P,還過的去吧
P,物美價廉，還上門安裝，很好
P,R400不錯~價錢也不貴~還是搶購時候搞的~哈哈。很好用~到底是大牌，用起來感覺就是不一樣
P,沒有任何優點，價格高，質量也不好，如果需要反面案例，完全可以拿來當樣品。
P,價效比高，效能不錯，xp很好裝啊，用個U盤版winpe什麼都搞定了，都不用命令列重建mbr……
N, 在蒙牛酸奶裡發現不明物！！！很噁心！！！
N,"裝系統很麻煩,重新分割槽,LINUX的檔案都還在,搞了半小時才裝得上XP"
N,只有一塊電池，沒用也不知道待機時間，來電聲音小的可憐，接不上電話就失去了帶手機的意義
P,到收貨了，很快就裝好系統，用起來感覺還錯，還沒發現什麼問題。
N,"房間很差, 感覺像有鬼一樣, 服務也很差, 水要自己要才給, 總之這個酒店絕對不推薦!"
P,無論如何，都要好好對自己。(這是我最喜歡的蒙牛 純牛奶)
N,耐著性子看完，不知道作者想表過什麼，內容離我們的生活似乎太遠了點。
P,外觀漂亮，效能超強，打3D遊戲也沒問題，我加個2G記憶體，那是相當的爽。
N,至少我沒覺得好看，根本就不吸引我，沒什麼可笑得，有些詞很深闢。書的印刷很不錯，內容沒介紹的好。
N,別拿無知當無私 這種陳列方法沒錯 另 抵制蒙牛
N,電源介面卡發熱大，噪聲還是有一點，不是太明顯。重量也是有點重。價格要是再低些，真是機皇了。
P,裝上目前挺好 客服大涵人不錯，贊一個
P,"感覺很好,外觀時尚,低端新軍.照相效果很清晰."
N,"我要的這本書 怎麼給我發的別的書啊?我已 全部退貨 ,注意補發!!謝謝!!!"
N,房間的環境不好!陰暗潮溼!一點不像星級的賓館!失望.不過服務還是可以的!
N,把自己的經歷定義成這樣子，真是需要些勇氣的。
P,突出之處節能，電池續航時間長。小巧精製，可以這樣她，真是十分不錯的上網小本本。
N,紙質差，總體只比盜版書好一點兒。
N,感覺內容很虛，泛泛而談，沒有介紹的那麼吸引我有點失望
N,萬傑國際不能刷卡是件令人最難以接受的事情，房間電視時長不能使用，網路還收費更讓人難以接受。
P,總的來說可以，總是再這裡住，公司客人還算滿意。就是離公司超近，上樓上班下樓回家
P,"外觀雅緻,續行時間長,執行速度還可以,成都自提點服務態度滿意,發貨很快捷."
P,好機，好功能。
P,關注本本一個多月了，就看中這臺了！GT130M！！！CPU夠用就好。外觀也挺漂亮的
N,連個軟管也不送，盡送些沒用的
P,香港的蒙牛有保證，內地的你敢喝？智商是硬傷！
P,1.反應速度挺快，操作流暢。2.USB線傳輸檔案速度特快。3.螢幕顯示效果挺好，很精細。
N,喝蒙牛伊利=自殺！ 果斷投訴… 投訴！
N,翻蓋摺疊不靈活不能插耳塞
N,"同志們，當心噹噹網的送貨人，一群騙子,噹噹網的客服也是一群騙子"
N,不知道這書是怎麼炒起來的，不喜歡，不實用。。。。。。
N,"人家活得好好的, 還改頭換面換包裝呢. 蒙牛怎麼還沒死？ 蒙牛沒錯！"
N,我訂了2套，只收到一套，怎麼回事？，包裝完整，發票、發貨單標價都是50元
N,"1,房間小2，房間通風不好，氣味有點大3，傢俱，床單陳舊4，網路有時不通一個字 爛建議遠離"
P,1、總體感覺有些舊，地毯上汙跡比較多。2、服務等還可以。3、房間總帶有一些煙味，不喜歡。
N,絕對是炒作，這本書無聊得很，浪費錢
P,這樣的價格感覺還可以
N,訊號不好，壞了沒配件
N,此書價錢太貴了，而且不適合5歲以上的小孩閱讀，頁面太少，又貴，不值得買！太不值得買了。
P,螢幕大，便於觀看！螢幕色彩豔麗，內建主題很漂亮！通訊錄容量較大！支援來電防火牆！
P,LED屏，送貨也快。差不多一天半就到貨了，而且趕上這次送包和100元抵價卷，不錯不錯
P,剛買了一週，感覺好可以
N,1：USB，網口，電源口全在左邊，不習慣。 2：電源介面卡噪聲太大，燙手 3：沒送滑鼠
N,據業內人士說，他從來不喝蒙牛的牛奶，不吃蜜餞。元芳你怎麼看？
P,京東送貨的速度還是挺快的。頭天晚上下的訂單，第二天中午就到貨了。
N,"感覺沒什麼有意思的,就是一些單詞堆徹的單詞書. 除了包裝有些精美."
P,樣子不錯。速度不是想象中的那麼慢，造型真的是不錯的，，，，
P,"因為工作關係,每個月都會去住.在金華市區400左右是最好的選擇."
N,Mac OS 還不是很會。買來時沒有幫忙裝上一些常用軟體，未提供系統選擇（可以幫忙裝上雙系統）
P,蒙牛不錯
P,寶貝很好，物美價廉，超過我想向中的好！贊一個！
N,原來造假的根源來自教育，我們錯怪蒙牛了麼？
N,我也在大美資公司，看看拉拉，我很慶幸我們公司沒有這些爭鬥。
N, 臥槽。 呵呵。蒙牛這樣沒良心的企業。等著滅亡吧！！！
P,蒙牛贊助
P,小巧，安靜，外觀漂亮，電池很持久  小巧，安靜，外觀漂亮，電池很持久，京東送貨很快！
P,我覺得蒙牛大果粒才是真的大果粒，比光明有料多了~
P,外觀漂亮！螢幕大小比較合適！未發現壞點！比較便宜！比較輕巧！
N,酒店確實很差，而且價格很貴！山景房居然就是對著一個小禿山，實在是無語！！
N,此書一般般，適合有一定英語基礎的人看
P,"天好冷,突然覺得蒙牛好溫暖啊蒙牛蒙牛"
N,第一:訊號實在太差聽筒太小聲，聽不清楚話筒收音不清功能太少連基本的都沒
P,"據同事反映,各方面都不錯,下次出差,他們還希望住這家酒店."
N,"尼瑪吖,難怪晚餐喝的草莓酸奶那麼難喝,買錯蒙牛的了!!!希望不會生病啦"
N,哎，看一遍就差不多了，誰想要轉送給誰啦，偶是武漢的，需要的聯絡我唄qq42950063
N,1.按鍵偏小，手感一般，鍵盤背光燈不夠均勻； 2.電池待機時間一般；
P,看上去很有質感，有感覺，鍵盤敲著很舒服。 好像是DVD燒錄機。
P,喜歡AMD的晶片，價效比不錯。這款散熱不錯喜歡AMD的晶片，價效比不錯。這款散熱不錯
N,"大堂經理服務意識不足,房務員把我的隱形眼鏡盒子丟了,大堂經理查了竟說沒這事"
P,不知道怎麼說一個字好
N,蒙牛我以後是真的不敢喝了= = 哎呦喂，你又悲劇了
N,她是不可多得的成功的傳媒人士為什麼一定要寫15字？對這本書來講，沒什麼可寫的哇？？
P,相當高的價效比 極力推薦 不管從哪方面來說硬體都沒有太大的問題 對於一般的人來說絕對夠用了
N,才翻了兩天書就散架了，想退郵費又太貴，買東西還是眼見為實。
P,桃紅色的看起來好Cute，螢幕色彩絢麗細膩，拍照效果很棒.我買了之後很多人都誇
N,用了2周下來，覺得帶來帶去還是太重，3斤也是實打實的分量啊，螢幕是lcd的，看多了很累的
N,不喜歡其人，更不喜歡其文，古韻有些過頭，矯情！
N,過去心不可得，未來心不可得，蒙牛智力心可得
N,房間小，地點差，交通不便，最可惡的是變相惡意宰客。建議到連雲港千萬不要入住該處。否則後果很嚴重。
N,從此不喝蒙牛奶！不信任。 蒙牛，?國人不信!
P,價錢可以，外型不錯，鈴聲挺大！
N,已經看過電視和電子書了，還是願意買本收藏，慢慢品味。
P,蒙牛不錯 飯呢?
N,感覺為了編故事而編故事，長篇累牘卻不知所云，寫得太假太亂太神經
P,1.交通方便，靠近地鐵站；2.安靜、乾淨、舒適；3.價格偏貴（房價、餐飲、上網）。
P,還未裝
N,能再輕一點，能送些配件就好了，買了筆記本還得配好多小配件，選東西很麻煩呢
N,晚上有搔擾電話比較煩。飯菜質量也不好價格也與實際不相符合
P,蒙牛很愛乾淨 加菲你的眼屎還可以多一點嘛
N,記憶體頻率低，還是ddrII 667的，螢幕是16：9的，沒16：10的看著舒服
N,最近喝多了蒙牛 胸部有點發漲。。。。不知道會不會死！！！！！
N,"造假成分比較多,包裝極差,根本不會值150元.說節省120元,有欺騙行為"
P,實際入住的是豪華單人間，很棒，房間很安靜，衛生間很大。整體舒適整潔，下次去還會住
N,我的書從106一下子跳到119！！！！非常氣憤！！！！明天就找客服去！！
N,東西不錯有的速度很快就是安裝師傅黑點
P,整體看起來比較美觀，執行的效率在想象之中。這個價位帶來的效能不錯
N,聲音質量很差，攝像頭效果也很差
P,平時只用來工作，上上網，挺不錯的，沒有冗餘的功能，樣子也比較正式！
P,蒙牛出手機了好看不
P,"功能多,外觀好看"
N,散熱一般，從觸控板到右手掌託有些溫熱，USB只有三個，太少，不過分配到是比較合理
N,不知道何時能夠送過來，還是不打算再送了？
P,蒙牛真的很敬業啊 2月30號還加班加點！
P,螢幕夠大，視覺效果不錯是，三千多的價位，質量比我想象中的要好。
N,蒙牛最近真心變得黑阿 對蒙牛徹底失望 同喝寧波奶 還是喝寧波奶抵制蒙牛是有理由的 很久不喝了
P,配置猛！價格合適。顯示效果好。不算太重。介面豐富。如果再輕點的話，就是臺完美機器了！
P,蒙牛廣告詞&quot;蒙牛，只為點滴幸福&quot;
N,就是靠名字吸引人的眼球內容空洞沒有一點實際意義說的都是誰都明白的廢話不值得讀
N,"位置一般,門口還在修路,沙塵滾滾,附近沒有像樣的食店,不建議入住"
N,老宕機，要卸掉電池重新啟動。能安裝使用的軟體太少了！！！
P,"我覺得迪位元5688這款手機價錢又經濟,外觀又不會落伍,畫面又清晰"
N,挨忽悠喝了半盒過期了一年的蒙牛
N,我現在都不喝蒙牛了！老出問題！太不讓消費者放心了
N,買錯了，高中畢業就不必看了，沒什麼好處。
N,從來不喝蒙牛伊利
N,"後悔,很沒勁的一本書,比介紹的差很多."
P,這款手機我用的還比較和心，機身小巧靈活，聲音還可以，顏色也很漂亮
N,要是電池續航時間能再長一點就好了，8。9寸螢幕卻實小了點。。。
P,我喜歡蒙牛。。。他再毒我也喜歡。。。第一眼就喜歡上了呢。。。然後就戒不掉了。。。
P,又看到了很多的評論，拜託，別再意氣用事，靜下心來做批評。
P,電腦不錯，有點商務氣息！電腦不錯，有點商務氣息！電腦不錯，有點商務氣息！電腦不錯，有點商務氣息！
N,發熱量好像是普遍現象了，也許是天氣熱的原因吧，螢幕有些小，時間長了會疲勞
P,一下子買了2臺，同事一臺自己一臺。。。總體感覺還不錯。。電池耐用，螢幕好，鍵盤好用。
P,螢幕好，音樂功能強，攝像效果好，機器反應速度不錯
N,客服騙人 不是恆溫又說是恆溫 噪音大 燃氣的味道濃 10號開始使用 17號馬上沒有熱水出 差差差差
P,為什麼抵制我很看好 堅決抵制蒙牛
N,送貨慢，4號發貨，直到10號下午才收到。老慢牛阿！  分割槽不合理。
P,做工出色   價效比高 配置實用  鍵盤設計 螢幕色彩 外觀模具都非常對得起這個價錢
P,螢幕很亮麗，非常悅目，各項指標都在購買前預料中，質量不錯，外觀也秉承HP的傳統機型
P,做工優良，在保持高效能配置的前提下，機器的散熱非常流暢，開機一天後，整機溫度一直在30°左右！
P,與其他品牌相比，具有很大的比較優勢。尤其是散熱和靜音，更是其他品牌無法企及的。
P,商務機應有的穩定，聲音較輕（具體有待日後使用中檢驗）聯想的售後服務非常好，電話客服非常耐心周到。
N,我沒有想過還會買蒙牛，可我控制不住，太狠了…
N,這也太噁心了！蒙牛啊！幫轉！必須給答案！！
P,價效比高，外觀舒適，散熱很好 cpu高，其實就是衝8600才買的，256獨顯也夠用了
N,一般般了，思路挺新，根本起不到教學作用
P,蒙牛的只為點滴幸福廣告很不錯。只是廣告，對它的產品和危機時刻的應對方式真不敢恭維。
N, 蒙牛就算了吧，冒著生命危險不值得
P,不錯，安裝也很快，到貨3小時就裝好了。我和同事我們一起買了4臺，用著不錯，美的還是信得過。
P,裝系統一開始不太懂！有點麻煩知道了後！感覺很簡單！！！不錯！！！
P,好商家，好產品，很滿意商家服務。
P,不錯，功能很全，D盤下有7兆呢，可是簡訊滿了，也只能望卡興嘆！其他都不錯，有三個鬧鐘，陰曆，等等！
P,看著不錯，先用著看吧。。
P,非常好的酒店，四星的標準完全超值的享受，服務非常好
P,不錯的酒店。就是早餐水果太單調。寬頻直接連電信網的，速度很快。
N,就是這次的送貨員態度有點不好，可能是因為忙吧，希望以後不管怎麼，能好好說話
N,"容易壞而且售後服務差得不得了,建議以後大家不要買這個牌子的"
P,超低的價格，一開始還有點不太相信，比中關村報價還低那麼多，等拿到貨以後才知道一切都是真的。
P,完美螢幕 玩遊戲不卡 用來作圖也很快 我主要用cad ps軟體 音響效果也很好   包我很喜歡
P,外觀還是比較漂亮大方的，價格也很公道。DDR3的記憶體，領先不少桌上型電腦。
P,外觀時尚S70功能強大
P,把GPS衛星定位系統搞入手機。不錯。
N,"常住的房間也沒什麼好點評的那天我住的房間牆面太噁心了太髒了,房間設施還可以"
N,不過就是那副屏不怎麼好。一下就壞了，在網上無法下載。
N,與現實脫節，白領YY的產物，讀起來像是一本流水帳，真不知道這本書是怎麼火起來的。
N,書很貴。兒子也不怎麼看。唉！他更喜歡玩。
P,寶貝很滿意
P,很不錯，安裝是免費的，就是收110的材料費，從買到裝全程服務非常好，會推薦給身邊的同事朋友！
N,蒙牛牛逼！
N,再喝蒙牛純傻逼
P,非常好 已經安上了 服務很到位 送的幾件套和熱水器是分開發貨的
P,很好的寶貝
P,很漂亮的本本，很實用，執行速度也很快:) 顏色也非常好看，超級喜歡
P,"功能齊全,價格適中"
N,噹噹的配貨速度及服務超級超級爛，我對當當已經明確表示不信任。
P,書收到了，速度還可以。書本內全面，值得收藏學習！
N,外觀較保守；重量不輕；攝像頭效果極差，形同虛設；發熱量較大，夏季必須配合散熱器用。
N,不帶資料線，同步不夠方便。通話聲音偏小。
N,我已無力吐槽蒙牛了，腦殘360度無死角╰_╯
N,紙質很差，封面也很濫，像盜版書，內容很亂，寫得不好，囉哩羅嗦
P,功能齊全!!!
P,蒙牛國企是明智之舉。只有國有化才能保證蒙牛百年。深刻!
N,風扇較響，擔心用了一段時間後會成噪聲；遊戲不爽，不過沒辦法；因電池原因，相對較重
N,HK人 本來就不太喜歡！ 蒙牛喝多了
P,效能不錯，裝好了系統用用，反應速度挺，無論是看高清，還是上網、日常工作。就是收到的有個暗點，不太爽
N,本本剛開始啟動時候，風扇聲音有點響，到後來就不響了，不知道什麼原因
N,感覺還是上了宣傳的當了。看了連撕的意願都沒有了，直接扔了了事。
P,蒙牛果然很牛
N,太離譜了，現在什麼年代了，都不能下載鈴聲！我幾乎找遍了都不支援！有時還會突然、宕機，真是後悔了！
N,可是最近別人打我的手機，卻總提示說我的手機在關機，我用的是聯通的卡。
N,很久不喝蒙牛和伊利了太噁心了
N,不喝蒙牛至少不會悲慘！
N,我定的大床房，房間靠主幹道加上隔音很差，吵得要命，我整晚都沒睡著，如果睡眠不好的朋友要考慮一下！
P,#蒙牛酸酸乳新人盛典#嗓子啞了…各種激動…各種滿足…
N,1.機器本身沒有XP的驅動，找驅動費了好長時間。官方網站也沒有xp的驅動 2.觸控板無法鎖。
N, 出了多少事了，還買蒙牛伊利呢！只買地產三元！ 孫子不買蒙牛了
P,樣子漂亮，配置主流，價效比高，再D盤有驅動，聯想想得挺周到的
N,屢教不改坑人的蒙牛！！
N,真心想支援國貨，奈何國貨如此不給力！ 真愛生命遠離蒙牛，國產牛奶還能喝嗎？特倫蘇也淪陷了
N,就是跟流水帳一樣的漫畫，象個人日記。
P,希望大家也能像我一樣，每家酒店都能嘗試的住一下，因為每個酒店都各有特色
N,送貨時間太長，從訂貨到我手裡足足用了6天。還有不是說免運費嗎？為什麼還收了我8塊錢。
P,聲音好聽，外觀漂亮。功能比較多！
P,給老婆買了這款X200，小巧精緻，適合女性攜帶，用起來很爽，而且價格也很公道
P,蒙牛，真給力
P,用起來很方便，第二次購買了，就是當時買小了。正品。
N,"有時訊號不太好,出現無服務網情況,不支援彩信,售後服務不好。"
N,頂！蒙牛快點關門大吉吧！ 我真的很討厭蒙牛啊
P,快遞我讓他幫忙送樓下，他說他車進不去，我們一人拖著箱子穿著大高跟，不過東西還不錯
P,外觀不錯，硬碟是320G的，帶Vista家庭普通版，跟京東描述的不一樣，物超所值。
P,房間設施難以夠得上五星級，服務還不錯，有送水果。
P,一個星期兩支蒙牛優益c，身體都健康滴
N,從我下單到拿到手等了足足10天！而且每天打不下10個電話！不過客服的服務態度還不錯
N,用久了機器比較熱，散熱做得不太好。 新機器就發現液晶屏上有個暗點。
N,以為換個馬甲別人就不認識了？堅決不買蒙牛
N,這套書並不吸引小朋友，而且有許多英文不知該如何教，總之實用性很差。
P,LED屏就是爽，基本硬體配置都很均衡，鏡面考漆不錯，小黑，我喜歡。
N,跟心靈雞湯沒什麼本質區別嘛，至少我不喜歡這樣讀經典，把經典都解讀成這樣有點去中國化的味道了
N,房間配置很差，真可惜太倉沒有如家和錦江之星，下次不會再入住這家酒店
P,這隻手寫機反應挺快，而且手寫識別挺準的，外形也不錯
P,還不錯，512卡，雙電，2700元
N,螢幕重新整理率不高，導致30萬畫素攝像頭反應慢；僅僅支援普通簡訊，而不能支援彩信；不支援JAVA；
P,外觀漂亮，一肚子垃圾。
N,自帶軟體多且過於複雜，不適合超級菜鳥使用，連驅動都是很大一片，裝的累死。
P,做工不錯。音響音質還很不錯！散熱還成！京東送自取貨挺快第一天早上定單，第二天中午就可以自取貨了。
P,"價格不高,比較實惠,服務也不錯,離鬧市區不遠.交通也比較方便."
P,輕便，而且樣子不錯，速度也很快，送的記憶體已經裝上了，防毒軟體也用上了，小黑鼠也很喜歡，不錯。
N,容我坦白說，這本書真的令人失望。看不到一半就沒再看了，書中的內容乏味。
P,大早上肚子餓，只有一盒蒙牛真果粒，只能看著雜誌的美食充飢……餓啊～流口水了，怎麼辦？
N,我也覺得蒙牛不應該犯如此低階的錯誤，應該是假冒的報警是正確的，營銷微博，你們小心了！
N,位置太難找了，房間設施少，功能單一，作為商務間，沒有配備電腦，有點遺憾～！
N,蒙牛有質量問題
P,1.整機顯得清爽簡潔。2.柔軟的鍵盤手感不錯。3.顯示效果相當不俗。4.價位厚道。
N,現在演到多少期了？蒙牛酸酸乳風雲榜，貌似我落伍了， 糾結~
N,倡導的非積極向上的理念， 事故，流失了身為女性的快樂。
N,我老婆不要，送給我的妹妹也嫌難看，果然是贈品。
P,很不錯，105M的顯示卡，升級了~ 蓋子是鋼琴漆的，可以當鏡子用了:)
P,套房很不錯。風景也很好。唯一美中不足的是酒店的位置比較難找，交通也不大方便。
N,速度慢，修了兩次．正準備換．
N,從來不買蒙牛
N,觸控板附近較熱，明顯沒有聯想K41A散熱好，K41A只是有點溫溫的而已
N,沒有配DVD燒錄機，電源接頭採用彎曲式，這樣轉到朝後的方向會影響到光碟機托盤的彈出，其他待發現
P,我覺得這機子外形挺漂亮，簡簡單單！待機時間我很滿意，也是因為功能簡單的原因吧。
N,"接受簡訊只能儲存15條,不知各位大蝦有什麼其他發現沒有"
N,艹 蒙牛就是傻逼
P,什麼都挺好的！
P,環境很不錯，地理位置好。客人每次都住這裡的。應該是挺滿意的了。
P,蒙牛的香蕉奶超好喝的，濃濃的奶味兒香香又滑滑
P,拿來連線電視用解析度吻合。價效比中上。無線網絡卡帶手動開關，人性化，設計紮實。
P,發現蒙牛蒂蘭聖雪冰淇淋還不錯，近期就吃這個了！
N,我喝的是蒙牛高鈣奶啊，嗚嗚嗚嗚嗚
N,這本書對提高英語水平沒什麼用處的~！
P,"客人已經住了好幾次了.覺得挺不錯的,希望繼續保持..."
N, 真是坑爹呀! 別的辦不到，抵制蒙牛！
P,晚上自助不喜歡，夜宵滿記，回酒店還有小同事幫帶的有益c，雖然我抵制蒙牛，不過真心高興～ 你到家沒？
P,終於可以 你了！好開心好開心！可愛小蒙牛！
N,哎，蒙牛伊利堅決不喝好久了，繼續堅持 牛逼
N,捐一箱過期蒙牛
N,剛拿過來就發現螢幕有個肉眼能看到的亮點，不知道京東管不管換。
N,遠離蒙牛不想吃蟲子的人堅決抵制一下！！！
P,"很好的酒店,床很大!衛生間的設計很好.很有藝術性!感謝入住兩天那位男服務員對我的幫助謝謝!!"
P,不錯哦，材料費只花了50呢
N,"拋開其日貨不談,其待機太差,電池不穩定,喜歡無故反覆重啟~結論:垃圾貨"
N,看得正開心的時候，竟然出現8頁的白頁！鬱悶。。。。
N,#友情滋味#伊利 蒙牛 什麼玩意。http:t.cn/zWpSrn9
P,顯示卡不錯，LED屏，總體感覺不錯。京東送貨正的挺快啊。。。24小時不到就送到了。
N,實在太無聊的書了  一點意義都沒有
N,我呸他的蒙牛腦纏，以後我不買蒙牛了
P,我最愛吃的綠色心情原來是蒙牛的。
N,內老家農村裡面看到過期的蒙牛伊利產品，一堆沒良心的東西，坑爹啊！！！！！！
N,有點失望……感覺也不怎麼幽默啊……很吃虧的感覺……
P,我愛喝蒙牛 我也挺喜歡白牛的。最愛白牛
N,國人太扯淡，不抵制蒙牛之類的垃圾，地址日貨，腦子都進水了
N,太不靠譜了，被黑的總是蒙牛，肯定伊利乾的~
P,謝謝啊，蒙牛官網發話啦，我們太成功啦！沒錯增強免疫每益添，只有每益添才能增強免疫哦，大家請記牢。
N,可以上網草草瀏覽，因為沒有再讀的必要
N,"多去了我春節前買的這個機器,毛病好多,MINISD卡壞了兩次,通話音質不好,訊號也不好,"
N,多次多套購買此書，有一次購了一套此書，還要收郵費，我覺得很不合理。
P,酒店位置離虹橋機場很近.硬體也好.自租餐服務尚待提高.
P,貨已收到，還沒有安裝，用過後再給你們追加好評吧。
P,我以前一直喝蒙牛！誰有我更不怕死？
N,我抵制蒙牛！
N,"設計有點弱,裝記憶體要把鍵盤取下,底部是完全的整體!換硬體不方便!"
N,完了，一個不小心喝了蒙牛的酸奶，我會不會有事啊。。。
P,外觀漂亮，顯示色彩鮮豔，聲音效果好，質量輕。是一款非常適合女孩子用的本。
P,美的美好專賣店美的美好專賣店
N,愛宕機，鈴聲太小，背景燈也不夠亮
P,外觀漂亮，速度還很快哦，最重要的是攜帶超級方便，電池續航能力很強！
N,"聽筒和擴音的音質不是很好,電池也沒有產品宣傳的那麼神奇."
N,怎麼沒有一起發過來呀？？？沒貨嗎？也沒交代下。
P,屏大，體看起來舒服
P,外觀看上去還不錯，不過有人不太喜歡鏡面的，我個人比較喜歡，總之還算滿意。
N,螢幕有點太長，剛開始看得很不舒服，鍵盤間距太大。預裝的LINUX系統不會用，改裝QP費了半天勁。
P,發熱量較小，散熱挺好，LED屏節能，有中國節能認證，電池正常可以使用3小時以上
N,"建議酒店餐廳預備當地產的酒水,以備外地客人品嚐."
N,擦！虧我這麼相信蒙牛！ 幸好我一直只喝伊利 =-= 太可惡 轉發微博
N,"我兒子很喜歡這套書,我的評分怎麼變成不喜歡了?請管理員幫忙更改一下,謝謝!"
P,它的外形美觀，手感也不錯，鈴聲也挺好，我喜歡它
N,螢幕與機身的連線處要是設計成螯合的就好了，現在的有些縫隙，要是有IBM的嚴謹做工更完美
P,挺不錯的，房間很敞亮，沒有壓抑感，看上去很乾淨，只是洗澡的地方有點小，不過水很大。
N,感覺相當差勁，異味很大，價效比太低，絕不會再入住。
P,設計漂亮，質量很好，配置很牛，電池顯示設計很正點，不像別的廠家到15%就自動關機了。
N,"驅動還有系統要自裝,還有顯示卡太雞巴低了.還有裝系統太麻煩了..."
N,去他媽的，誰再買蒙牛伊利誰是傻逼
P,蒙牛新出的香蕉有機奶很好喝啊～
N,個人感覺看這種書對英語水平的提高不是很大，基本上沒有什麼幫助，可能不太適合我吧。比較失望。
P,蒙牛冠益乳，呵護百萬的健康與美麗，哈哈哈
N,不買蒙牛很久了
N,螢幕上的華碩logo上很熱，聽說是因為LCD背光燈的緣故，不知道是否會影響使用壽命。
P,還沒裝，先好評
P,其實蒙牛挺實在，心裡怎麼想的，嘴裡就說出來了，而且還告訴了全世界
N,切糕坑錢，蒙牛坑命！
N,"我到現在都還沒有收到書啦,當當真的好慢.上個星期買的書,本想這個星期六看都沒得看"
P,東西不錯。用了一段時間，挺不錯的自動斷電與加熱，店家服務態度飛長好，以後要是在需要還上這家店買，
N,無聊無聊刪刪微博喝喝蒙牛 完事兒睡覺
P,"很好的商品,購買後非常滿意, 買的不後悔,以後還會推薦朋友購買這款產品"
P,酒店位置非常好，裝修就是舊了點，服務還可以，比較熱情、周到，有機會我還會住在那裡。
P,蒙牛的這個不錯！
N,蒙牛的早餐奶+蜂蜜的確是太過甜膩。。。吃的我要反胃了。。。
N,房間小，很舊。晚上12點下到大堂去續房，居然看見一隻大老鼠穿堂而過
P,"環境不錯,交通也很方便,購物吃飯也方便,公司來天津出差都是入住這個酒店!"
P,我喜歡喝純牛奶，喜歡蒙牛的，一次性可以喝三四瓶，喝完後喜歡收藏瓶子。好奇葩的怪僻
P,蒙牛風雲榜新人盛典 現場非常震撼 期待exo 我在:http:t.cn/zl7Xr4E
P,有個高u，不過還沒有測試，不知道運算起來怎麼樣。 很安靜 顯示卡雖然整合，玩魔獸爭霸還是可以滴
P,很好的東西
P,不到一千元，在電信超市買的，鈴聲還可以，來電時，可選鈴聲還算清脆！可以簡單地短時間錄音！
N,這款機子，太拉爛，後悔無話可說．
N,待機時間太短，而且通話質量也不是很不好。
P,不錯，房間很大，設施比較完備，地理位置也很方便。電視機稍微差了一點。
P,不錯~還沒用~等搬到新房子試試~這裡給好評~
N,#抵制蒙牛# 換皮是沒用的，堅決抵制！
P,管理非常好！細節服務非常到位，值得推薦！感覺得到是一個老牌的酒店．
P,還好了。mp3效果可以。
P,外觀推薦、價格可以接受、色彩還行
P,配置還可以，有價效比，是比較以後才買的，不過電腦這東西，價錢沒譜，呵呵
P,有個亮點，倒黴；  看來這款有亮點的電腦不少，而且我的是在中間的位置， 很不爽
P,"還成,不錯還成,不錯還成,不錯還成,不錯,物有所值"
