編號,詞,TF,DF
2791,分鐘,118,85
2792,前十,118,89
2793,做的,118,105
2794,來臨,118,109
2795,借款,118,69
2796,估今,118,111
2797,令人,118,113
2798,不受,118,106
2799,驗室,118,61
2800,電路,118,69
2801,長照,118,29
2802,配置,118,78
2803,遇到,118,103
2804,訴訟,118,61
2805,職業,118,60
2806,管表,118,95
2807,等新,118,111
2808,的部,118,107
2809,的策,118,106
2810,的狀,118,107
2811,界認,118,111
2812,曆年,118,89
2813,有信,118,108
2814,效能,118,99
2815,整的,118,115
2816,投產,118,88
2817,想到,118,99
2818,售的,117,105
2819,包裝,117,57
2820,司債,117,55
2821,備受,117,110
2822,低成,117,101
2823,以每,117,103
2824,世華,117,57
2825,住宅,117,56
2826,享有,117,102
2827,高鐵,117,43
2828,離開,117,100
2829,銷商,117,69
2830,釐清,117,86
2831,趨緩,117,105
2832,質的,117,107
2833,證明,117,93
2834,複雜,117,94
2835,能發,117,86
2836,的車,117,80
2837,的水,117,101
2838,球經,117,105
2839,灣廠,117,86
2840,求償,117,44
2841,權的,117,103
2842,旅館,117,50
2843,本國,117,86
2844,會也,117,110
2845,數的,117,108
2846,e的,117,95
2847,得更,116,107
2848,塊鏈,116,24
2849,向來,116,112
2850,分工,116,63
2851,以台,116,108
2852,驗證,116,78
2853,電話,116,90
2854,重建,116,76
2855,輔導,116,77
2856,購矽,116,50
2857,能不,116,109
2858,等人,116,111
2859,的支,116,106
2860,產出,116,97
2861,為目,116,107
2862,灣有,116,106
2863,會大,116,107
2864,新北,116,75
2865,K電,116,46
2866,恐怕,116,105
2867,審核,115,88
2868,季成,115,94
2869,場規,115,91
2870,司法,115,78
2871,可提,115,103
2872,利成,115,103
2873,前台,115,108
2874,到今,115,106
2875,兼任,115,46
2876,上述,115,107
2877,但台,115,107
2878,但不,115,113
2879,電報,115,88
2880,速成,115,103
2881,進展,115,103
2882,造商,115,90
2883,跨足,115,102
2884,跨國,115,91
2885,能將,115,111
2886,等業,115,106
2887,的長,115,93
2888,的決,115,99
2889,獎勵,115,71
2890,文創,115,59
2891,控董,115,84
2892,擴充,115,93
2893,所謂,115,106
2894,布的,114,106
2895,國定,114,33
2896,國壽,114,41
2897,元現,114,89
2898,一致,114,95
2899,不確,114,99
2900,題材,114,84
2901,長達,114,109
2902,走揚,114,99
2903,認同,114,97
2904,藥品,114,52
2905,續增,114,107
2906,移轉,114,76
2907,的運,114,92
2908,片廠,114,76
2909,根本,114,102
2910,月新,114,99
2911,旅行,114,60
2912,料中,114,54
2913,擔保,114,62
2914,房屋,114,49
2915,尊重,113,93
2916,工商,113,47
2917,專區,113,67
2918,定假,113,33
2919,多個,113,107
2920,商場,113,70
2921,及新,113,104
2922,全體,113,88
2923,僅是,113,110
2924,全世,113,100
2925,優化,113,98
2926,銀董,113,81
2927,重罰,113,74
2928,運成,113,102
2929,股比,113,82
2930,的管,113,99
2931,直到,113,105
2932,理賠,113,36
2933,的i,113,80
2934,澳洲,113,84
2935,有相,113,106
2936,早已,113,107
2937,年多,112,104
2938,力拚,112,104
2939,估算,112,103
2940,不應,112,98
2941,飲料,112,50
2942,醫材,112,40
2943,連接,112,65
2944,跟進,112,97
2945,裕隆,112,32
2946,表會,112,80
2947,者也,112,101
2948,終於,112,97
2949,的熱,112,100
2950,發中,112,86
2951,歲的,112,96
2952,攝影,112,59
2953,提早,112,94
2954,對的,111,90
2955,寶成,111,25
2956,密切,111,99
2957,增溫,111,97
2958,天下,111,96
2959,增幅,111,86
2960,困境,111,100
2961,回台,111,88
2962,入的,111,104
2963,利商,111,74
2964,分公,111,81
2965,人體,111,62
2966,任總,111,88
2967,一超,111,44
2968,二次,111,80
2969,體質,111,91
2970,高至,111,97
2971,飛機,111,64
2972,那麼,111,99
2973,買超,111,68
2974,費收,111,67
2975,與去,111,96
2976,能提,111,103
2977,老師,111,52
2978,研華,111,36
2979,熟悉,111,102
2980,會表,111,94
2981,期新,111,86
2982,東元,111,34
2983,放棄,111,92
2984,換新,111,69
2985,房地,111,72
2986,廣泛,110,94
2987,家都,110,101
2988,將大,110,105
2989,孩子,110,47
2990,南港,110,44
2991,化產,110,81
2992,可在,110,94
2993,健保,110,41
2994,位化,110,68
2995,面向,110,96
2996,開戶,110,41
2997,醫師,110,46
2998,軟硬,110,81
2999,讓人,110,98
3000,行與,110,99
3001,藥廠,110,55
3002,缺乏,110,99
3003,測器,110,64
3004,檢調,110,63
3005,權利,110,83
3006,月成,110,94
3007,慈善,110,50
3008,影片,110,71
3009,幸福,109,69
3010,定會,109,100
3011,台銀,109,53
3012,司營,109,100
3013,品出,109,95
3014,初步,109,99
3015,全民,109,57
3016,元月,109,70
3017,佳的,109,100
3018,並沒,109,104
3019,不易,109,98
3020,一期,109,92
3021,電表,109,52
3022,關懷,109,61
3023,轉盈,109,82
3024,調高,109,80
3025,變動,109,98
3026,股本,109,82
3027,空公,109,66
3028,禁止,109,61
3029,界關,109,99
3030,發放,109,76
3031,的學,109,93
3032,權之,109,75
3033,月下,109,96
3034,日將,109,104
3035,年至,108,99
3036,子產,108,91
3037,司在,108,104
3038,南京,108,49
3039,利於,108,96
3040,兩位,108,88
3041,作者,108,103
3042,保戶,108,38
3043,以在,108,98
3044,三期,108,54
3045,一切,108,94
3046,資銀,108,61
3047,評等,108,68
3048,諾基,108,32
3049,行在,108,94
3050,行副,108,96
3051,自結,108,71
3052,而在,108,101
3053,線的,108,99
3054,績成,108,97
3055,空氣,108,67
3056,的海,108,98
3057,球晶,108,25
3058,版本,108,75
3059,灣生,108,49
3060,機車,108,44
3061,業用,108,64
3062,有許,108,101
3063,普通,108,71
3064,本次,108,88
3065,技的,108,85
3066,後再,107,98
3067,得不,107,100
3068,強制,107,49
3069,客製,107,83
3070,小幅,107,96
3071,土銀,107,47
3072,四寶,107,39
3073,可說,107,99
3074,吃緊,107,76
3075,分為,107,94
3076,到了,107,99
3077,六年,107,88
3078,不需,107,94
3079,保健,107,49
3080,仍然,107,99
3081,之爭,107,69
3082,人在,107,92
3083,開業,107,55
3084,金與,107,91
3085,量將,107,94
3086,部的,107,98
3087,責人,107,81
3088,術與,107,98
3089,處長,107,71
3090,行主,107,79
3091,競賽,107,78
3092,研議,107,79
3093,為盈,107,89
3094,灣第,107,95
3095,業主,107,82
3096,東西,107,83
3097,板產,107,77
3098,會發,107,101
3099,斥資,107,91
3100,掀起,107,102
3101,成就,107,83
3102,度高,107,98
3103,幅提,106,99
3104,實習,106,39
3105,外部,106,84
3106,在印,106,48
3107,吃到,106,34
3108,勞保,106,24
3109,六個,106,96
3110,假期,106,74
3111,人選,106,82
3112,位的,106,104
3113,一項,106,95
3114,主任,106,89
3115,中一,106,100
3116,迄今,106,97
3117,詢問,106,86
3118,股份,106,70
3119,發酵,106,98
3120,的進,106,94
3121,的話,106,98
3122,看來,106,100
3123,的廠,106,84
3124,現不,106,101
3125,灣經,106,87
3126,深圳,106,54
3127,業家,106,66
3128,會開,106,104
3129,會對,106,101
3130,巴拿,105,41
3131,坦言,105,101
3132,取消,105,75
3133,十分,105,97
3134,北國,105,73
3135,儲存,105,62
3136,件的,105,95
3137,來在,105,100
3138,付款,105,70
3139,不知,105,95
3140,也已,105,100
3141,一時,105,86
3142,長庚,105,25
3143,走高,105,87
3144,視的,105,85
3145,行股,105,98
3146,興航,105,26
3147,灣在,105,85
3148,況下,105,103
3149,機殼,105,44
3150,案例,105,86
3151,日召,105,99
3152,日上,105,99
3153,接軌,105,82
3154,拿馬,105,41
3155,戴式,105,67
3156,年年,104,93
3157,失敗,104,76
3158,司表,104,81
3159,功的,104,90
3160,創公,104,73
3161,促成,104,97
3162,但他,104,94
3163,任務,104,78
3164,人不,104,95
3165,風潮,104,87
3166,陽明,104,38
3167,鐵礦,104,50
3168,銀主,104,62
3169,都已,104,97
3170,資格,104,86
3171,走出,104,92
3172,要讓,104,97
3173,行局,104,68
3174,耕耘,104,94
3175,能利,104,81
3176,級的,104,90
3177,等多,104,98
3178,稅率,104,48
3179,相比,104,99
3180,的動,104,101
3181,的分,104,86
3182,產管,104,72
3183,灣銀,104,65
3184,為最,104,94
3185,減碳,104,61
3186,有高,104,101
3187,板的,104,83
3188,條例,104,55
3189,更為,104,96
3190,新進,104,69
3191,是未,104,95
3192,據統,104,100
3193,技股,104,61
3194,慧電,104,42
3195,持下,104,98
3196,戶外,104,52
3197,年積,103,99
3198,將更,103,96
3199,太多,103,98
3200,均每,103,89
3201,四家,103,78
3202,圓代,103,66
3203,呼籲,103,89
3204,募資,103,58
3205,出國,103,92
3206,低點,103,85
3207,休閒,103,74
3208,以自,103,90
3209,一部,103,89
3210,以前,103,95
3211,他也,103,94
3212,二代,103,71
3213,不夠,103,98
3214,點數,103,34
3215,青睞,103,97
3216,預告,103,84
3217,車銷,103,56
3218,運價,103,28
3219,財測,103,59
3220,諮詢,103,84
3221,讓消,103,84
3222,設施,103,75
3223,虧為,103,87
3224,落後,103,78
3225,繳出,103,100
3226,登記,103,59
3227,的建,103,86
3228,理陳,103,90
3229,理由,103,85
3230,漲價,103,66
3231,民國,103,81
3232,期許,103,93
3233,將再,102,98
3234,完善,102,95
3235,大產,102,87
3236,場競,102,92
3237,員的,102,87
3238,印象,102,83
3239,台泥,102,20
3240,全聯,102,20
3241,到最,102,100
3242,光與,102,70
3243,兄弟,102,58
3244,修改,102,81
3245,任後,102,86
3246,他在,102,95
3247,中有,102,95
3248,上一,102,92
3249,體經,102,88
3250,進的,102,96
3251,透率,102,75
3252,豐興,102,29
3253,路上,102,88
3254,負利,102,44
3255,與矽,102,58
3256,與公,102,91
3257,美律,102,17
3258,缺口,102,73
3259,的力,102,75
3260,注的,102,97
3261,比照,102,88
3262,段時,102,94
3263,標是,102,84
3264,極推,102,100
3265,是重,102,100
3266,月來,102,86
3267,新應,102,84
3268,放在,102,89
3269,年資,101,65
3270,彼此,101,89
3271,府的,101,86
3272,子行,101,43
3273,定期,101,81
3274,實務,101,78
3275,大約,101,85
3276,夢想,101,73
3277,大利,101,86
3278,在經,101,94
3279,在工,101,85
3280,固定,101,87
3281,在不,101,94
3282,及國,101,95
3283,化廠,101,33
3284,動台,101,94
3285,入主,101,79
3286,停止,101,79
3287,不銹,101,21
3288,以後,101,92
3289,響力,101,85
3290,集保,101,21
3291,銹鋼,101,21
3292,起家,101,91
3293,調機,101,90
3294,要一,101,98
3295,與電,101,96
3296,興起,101,89
3297,聲寶,101,27
3298,縮小,101,93
3299,線充,101,19
3300,短短,101,91
3301,的挑,101,91
3302,的員,101,81
3303,生效,101,83
3304,的O,101,74
3305,無薪,101,20
3306,流通,101,80
3307,洲市,101,78
3308,氣氛,101,85
3309,板電,101,76
3310,本面,101,77
3311,業公,101,86
3312,業中,101,90
3313,新鮮,101,69
3314,新設,101,82
3315,朝向,101,92
3316,李世,101,42
3317,於一,101,99
3318,據分,101,75
3319,後市,100,92
3320,台東,100,33
3321,反對,100,72
3322,力發,100,74
3323,動態,100,90
3324,升到,100,89
3325,分散,100,83
3326,加價,100,84
3327,債權,100,44
3328,低調,100,80
3329,也開,100,95
3330,並無,100,88
3331,中市,100,65
3332,三分,100,87
3333,頂級,100,59
3334,零件,100,70
3335,重的,100,99
3336,選人,100,66
3337,萬噸,100,44
3338,萬名,100,90
3339,能減,100,76
3340,維護,100,86
3341,理林,100,90
3342,機等,100,95
3343,機上,100,72
3344,標售,100,28
3345,校園,100,54
3346,望成,100,96
3347,是第,100,93
3348,新技,100,84
3349,早在,100,92
3350,新型,100,67
3351,接獲,100,89
3352,戶數,100,62
3353,情勢,100,88
3354,張忠,99,42
3355,弱勢,99,66
3356,在金,99,89
3357,協調,99,82
3358,協定,99,56
3359,出發,99,87
3360,偏鄉,99,44
3361,不多,99,92
3362,非蘋,99,67
3363,電等,99,94
3364,險的,99,69
3365,離岸,99,34
3366,連鎖,99,67
3367,這波,99,86
3368,造出,99,89
3369,較為,99,93
3370,謹慎,99,89
3371,著手,99,92
3372,與資,99,91
3373,職缺,99,47
3374,股王,99,76
3375,網購,99,53
3376,績可,99,84
3377,等相,99,94
3378,第五,99,87
3379,的就,99,89
3380,生能,99,41
3381,率也,99,91
3382,海的,99,73
3383,決心,99,85
3384,水位,99,76
3385,業是,99,88
3386,業利,99,80
3387,有超,99,93
3388,月薪,99,52
3389,日發,99,91
3390,時會,99,68
3391,是希,99,92
3392,故事,99,69
3393,摩根,99,47
3394,持穩,99,89
3395,思維,99,81
3396,態勢,99,94
3397,年才,98,91
3398,年一,98,91
3399,審慎,98,88
3400,場關,98,92
3401,天在,98,95
3402,大同,98,39
3403,在海,98,85
3404,及電,98,91
3405,名第,98,80
3406,各家,98,86
3407,來發,98,89
3408,作法,98,86
3409,之星,98,50
3410,高檔,98,80
3411,體報,98,84
3412,願景,98,80
3413,面上,98,93
3414,金龍,98,33
3415,郭董,98,50
3416,進製,98,70
3417,逐季,98,84
3418,較低,98,91
3419,設有,98,86
3420,良率,98,65
3421,能見,98,78
3422,育部,98,41
3423,與工,98,86
3424,與人,98,86
3425,績表,98,90
3426,縮短,98,85
3427,的預,98,82
3428,的總,98,87
3429,的代,98,91
3430,率將,98,85
3431,民航,98,34
3432,格的,98,92
3433,是金,98,90
3434,會影,98,93
3435,時期,98,91
3436,是可,98,91
3437,新商,98,80
3438,戶需,98,91
3439,指紋,98,43
3440,戴裝,98,64
3441,忠謀,98,41
3442,度不,97,92
3443,將開,97,92
3444,將提,97,95
3445,家人,97,77
3446,大電,97,81
3447,在網,97,81
3448,否會,97,91
3449,台數,97,32
3450,史上,97,90
3451,借貸,97,39
3452,任的,97,87
3453,仍會,97,96
3454,一線,97,87
3455,他指,97,90
3456,企圖,97,89
3457,一口,97,83
3458,首家,97,88
3459,運表,97,89
3460,過後,97,93
3461,買進,97,80
3462,豪華,97,30
3463,與金,97,92
3464,航班,97,49
3465,者可,97,88
3466,系外,97,43
3467,租賃,97,55
3468,的社,97,72
3469,疫苗,97,24
3470,王儷,97,43
3471,海與,97,80
3472,永冠,97,11
3473,橡膠,97,20
3474,次公,97,59
3475,機出,97,64
3476,技醫,97,59
3477,復興,97,42
3478,平衡,96,81
3479,完工,96,77
3480,在東,96,79
3481,品銷,96,87
3482,到飽,96,25
3483,入帳,96,73
3484,充分,96,87
3485,但若,96,90
3486,也提,96,92
3487,五個,96,86
3488,下去,96,86
3489,黃金,96,62
3490,高端,96,70
3491,運的,96,90
3492,辛苦,96,88
3493,轉變,96,85
3494,身體,96,80
3495,進步,96,78
3496,過於,96,85
3497,過度,96,80
3498,跌停,96,38
3499,贖回,96,57
3500,語言,96,71
3501,能成,96,93
3502,的調,96,80
3503,發明,96,35
3504,的平,96,89
3505,的供,96,79
3506,的上,96,93
3507,理李,96,88
3508,灣電,96,71
3509,民黨,96,56
3510,料顯,96,92
3511,會決,96,86
3512,期今,96,83
3513,後才,95,91
3514,得以,95,84
3515,對不,95,87
3516,家分,95,63
3517,在產,95,92
3518,可成,95,46
3519,受影,95,87
3520,務人,95,72
3521,供貨,95,71
3522,入台,95,72
3523,依舊,95,91
3524,動I,95,44
3525,來是,95,93
3526,也積,95,89
3527,但對,95,89
3528,他國,95,85
3529,主張,95,73
3530,養老,95,26
3531,預購,95,48
3532,還能,95,90
3533,路的,95,84
3534,賠償,95,50
3535,薪假,95,21
3536,若有,95,86
3537,羅智,95,22
3538,社福,95,29
3539,的觀,95,79
3540,的環,95,85
3541,療法,95,32
3542,異常,95,60
3543,產學,95,56
3544,業達,95,42
3545,條龍,95,72
3546,業競,95,86
3547,業後,95,81
3548,會長,95,61
3549,日開,95,91
3550,是美,95,73
3551,志工,94,38
3552,強勢,94,84
3553,將近,94,88
3554,季開,94,81
3555,客群,94,70
3556,國政,94,76
3557,在內,94,88
3558,受益,94,75
3559,合成,94,67
3560,北京,94,72
3561,前提,94,86
3562,傾銷,94,27
3563,入第,94,90
3564,價上,94,81
3565,個案,94,72
3566,乳癌,94,45
3567,休息,94,47
3568,仍將,94,90
3569,人對,94,83
3570,高效,94,81
3571,顯現,94,84
3572,震盪,94,79
3573,電產,94,75
3574,隊的,94,79
3575,難度,94,84
3576,長許,94,84
3577,間接,94,84
3578,長劉,94,88
3579,近三,94,86
3580,買賣,94,59
3581,買下,94,71
3582,見度,94,74
3583,與產,94,87
3584,聯名,94,37
3585,紋辨,94,41
3586,租金,94,39
3587,的轉,94,85
3588,的計,94,83
3589,發新,94,90
3590,當天,94,81
3591,當前,94,84
3592,法國,94,73
3593,款的,94,83
3594,次的,94,93
3595,業工,94,47
3596,本工,94,32
3597,有大,94,92
3598,期內,94,84
3599,有其,94,92
3600,會以,94,91
3601,智先,94,22
3602,是公,94,92
3603,日下,94,85
3604,放大,94,87
3605,想像,94,86
3606,年發,93,82
3607,幾個,93,87
3608,展店,93,52
3609,可轉,93,47
3610,去的,93,91
3611,名員,93,74
3612,千億,93,75
3613,典禮,93,75
3614,前全,93,93
3615,供需,93,78
3616,健成,93,49
3617,位置,93,75
3618,不高,93,87
3619,倍增,93,80
3620,保局,93,29
3621,不見,93,80
3622,交換,93,68
3623,也成,93,89
3624,件事,93,82
3625,中在,93,88
3626,一台,93,63
3627,並以,93,91
3628,陸廠,93,57
3629,重量,93,78
3630,里程,93,72
3631,訊產,93,70
3632,見的,93,87
3633,要看,93,86
3634,行也,93,80
3635,背後,93,80
3636,紀珠,93,13
3637,的首,93,87
3638,的訂,93,84
3639,源管,93,55
3640,業有,93,88
3641,業也,93,91
3642,李紀,93,13
3643,月業,93,75
3644,是自,93,89
3645,有台,93,87
3646,有價,93,67
3647,新世,93,73
3648,數十,93,87
3649,患者,93,40
3650,年是,92,82
3651,就已,92,87
3652,家業,92,79
3653,定案,92,78
3654,場對,92,84
3655,回歸,92,80
3656,參觀,92,72
3657,和大,92,58
3658,合一,92,72
3659,台上,92,82
3660,前正,92,90
3661,則以,92,86
3662,光是,92,85
3663,共享,92,49
3664,債務,92,55
3665,中高,92,77
3666,人與,92,85
3667,來可,92,91
3668,不管,92,83
3669,低利,92,62
3670,九成,92,80
3671,中旬,92,84
3672,飛航,92,42
3673,陽光,92,44
3674,降到,92,79
3675,長徐,92,81
3676,開啟,92,82
3677,醫藥,92,54
3678,這幾,92,80
3679,進國,92,77
3680,輸出,92,64
3681,製化,92,74
3682,續上,92,87
3683,等各,92,87
3684,矽谷,92,57
3685,的個,92,80
3686,用市,92,71
3687,玻璃,92,45
3688,爭激,92,86
3689,會進,92,87
3690,會已,92,84
3691,會出,92,88
3692,是從,92,84
3693,打開,92,82
3694,慧機,92,62
3695,影機,91,46
3696,容量,91,53
3697,將帶,91,89
3698,家數,91,74
3699,客來,91,51
3700,大力,91,87
3701,垂直,91,70
3702,國經,91,77
3703,團在,91,85
3704,在各,91,89
3705,台苯,91,16
3706,名為,91,82
3707,備的,91,80
3708,兩人,91,67
3709,亞市,91,63
3710,享受,91,82
3711,下旬,91,80
3712,一場,91,79
3713,一同,91,83
3714,陣營,91,71
3715,通股,91,58
3716,逆勢,91,82
3717,跌破,91,72
3718,費率,91,36
3719,蛋白,91,38
3720,航運,91,49
3721,英業,91,38
3722,興櫃,91,63
3723,若以,91,86
3724,美商,91,71
3725,續在,91,88
3726,管說,91,68
3727,約占,91,71
3728,的民,91,82
3729,異化,91,69
3730,熱潮,91,81
3731,為基,91,86
3732,為今,91,83
3733,河靜,91,29
3734,業電,91,56
3735,李瑞,91,23
3736,東權,91,72
3737,會因,91,82
3738,是個,91,77
3739,收占,91,73
3740,或者,91,82
3741,工銀,90,25
3742,已超,90,87
3743,年經,90,74
3744,微信,90,28
3745,年代,90,70
3746,小股,90,57
3747,專屬,90,61
3748,對公,90,81
3749,天舉,90,89
3750,大環,90,81
3751,壓縮,90,57
3752,地點,90,76
3753,多國,90,84
3754,型企,90,52
3755,可透,90,84
3756,南科,90,40
3757,匯損,90,38
3758,兼顧,90,80
3759,冠軍,90,68
3760,共計,90,81
3761,判斷,90,76
3762,儷玲,90,37
3763,充滿,90,78
3764,出全,90,86
3765,傳播,90,76
3766,也表,90,90
3767,下載,90,63
3768,仍不,90,88
3769,點的,90,83
3770,體營,90,87
3771,驗的,90,70
3772,長至,90,82
3773,階主,90,68
3774,酒店,90,44
3775,超級,90,67
3776,計將,90,82
3777,華人,90,70
3778,管指,90,82
3779,立場,90,74
3780,社區,90,52
3781,的面,90,76
3782,的網,90,66
3783,眾多,90,82
3784,的標,90,82
3785,的四,90,84
3786,率不,90,81
3787,狀態,90,82
3788,泰山,90,14
3789,機產,90,64
3790,業資,90,68
3791,歐元,90,54
3792,機品,90,61
3793,業不,90,88
3794,曝險,90,34
3795,果的,90,77
3796,是這,90,82
3797,會副,90,84
3798,暫停,90,54
3799,明忠,90,30
3800,擺脫,90,83
3801,拉升,90,80
3802,很有,89,84
3803,度最,89,82
3804,年慶,89,29
3805,定義,89,66
3806,境的,89,73
3807,場成,89,83
3808,在本,89,82
3809,圓廠,89,61
3810,付費,89,48
3811,保中,89,25
3812,乙烯,89,29
3813,中最,89,85
3814,都沒,89,81
3815,透明,89,63
3816,邁入,89,82
3817,這家,89,76
3818,資費,89,36
3819,認識,89,75
3820,訪時,89,85
3821,裁員,89,47
3822,與經,89,84
3823,舞台,89,71
3824,者在,89,84
3825,老人,89,49
3826,等到,89,82
3827,的醫,89,62
3828,的要,89,85
3829,的相,89,88
3830,用面,89,44
3831,畫素,89,46
3832,發動,89,72
3833,發光,89,76
3834,率提,89,83
3835,的P,89,71
3836,為近,89,77
3837,為第,89,82
3838,演講,89,59
3839,為公,89,85
3840,未能,89,79
3841,日系,89,59
3842,時尚,89,46
3843,改為,89,82
3844,拿大,89,59
3845,持在,89,84
3846,很高,89,85
3847,干擾,88,72
3848,局面,88,82
3849,好轉,88,82
3850,型電,88,70
3851,天使,88,30
3852,各自,88,75
3853,品在,88,83
3854,合法,88,65
3855,合案,88,42
3856,味全,88,11
3857,原來,88,82
3858,加拿,88,58
3859,前市,88,84
3860,光的,88,80
3861,入新,88,84
3862,共建,88,30
3863,價下,88,74
3864,任職,88,79
3865,人看,88,77
3866,二日,88,38
3867,付寶,88,36
3868,仁寶,88,37
3869,也很,88,82
3870,一倍,88,81
3871,高紀,88,71
3872,防制,88,38
3873,部表,88,60
3874,適足,88,53
3875,追蹤,88,66
3876,迅速,88,86
3877,近兩,88,85
3878,購價,88,57
3879,許金,88,26
3880,薪水,88,65
3881,蓬勃,88,85
3882,等領,88,81
3883,索尼,88,53
3884,節省,88,78
3885,的科,88,74
3886,監察,88,59
3887,的指,88,83
3888,的各,88,82
3889,的作,88,85
3890,病患,88,45
3891,的S,88,67
3892,正是,88,78
3893,歲以,88,55
3894,會讓,88,83
3895,林恩,88,29
3896,會官,88,72
3897,本人,88,59
3898,接著,88,80
3899,損益,88,72
3900,年國,87,81
3901,局的,87,81
3902,家廠,87,74
3903,季新,87,75
3904,寫下,87,77
3905,塑膠,87,48
3906,多位,87,74
3907,執照,87,62
3908,境內,87,49
3909,在外,87,76
3910,團內,87,70
3911,單純,87,80
3912,品股,87,35
3913,司董,87,82
3914,品市,87,69
3915,協理,87,78
3916,副主,87,77
3917,保全,87,45
3918,中研,87,37
3919,似乎,87,81
3920,休二,87,34
3921,高到,87,78
3922,食安,87,33
3923,關閉,87,54
3924,電在,87,71
3925,鑒機,87,19
3926,錢的,87,76
3927,車聯,87,49
3928,資者,87,67
3929,谷底,87,75
3930,談判,87,54
3931,行團,87,43
3932,虎航,87,13
3933,自身,87,81
3934,自製,87,51
3935,義大,87,55
3936,經費,87,54
3937,約在,87,80
3938,究院,87,78
3939,空調,87,34
3940,礎建,87,66
3941,的老,87,73
3942,理系,87,59
3943,現代,87,72
3944,次長,87,79
3945,氣候,87,47
3946,此一,87,80
3947,於美,87,82
3948,新能,87,60
3949,最受,87,74
3950,有任,87,77
3951,打破,87,84
3952,意識,87,71
3953,性電,87,71
3954,愛的,87,55
3955,得的,87,78
3956,就算,86,82
3957,將加,86,83
3958,場發,86,78
3959,國脫,86,48
3960,南銀,86,49
3961,化學,86,57
3962,何時,86,76
3963,人估,86,78
3964,際金,86,75
3965,隨後,86,83
3966,關業,86,80
3967,酬率,86,63
3968,適當,86,75
3969,車零,86,59
3970,過往,86,76
3971,起飛,86,71
3972,賽事,86,52
3973,解析,86,51
3974,計在,86,83
3975,言之,86,79
3976,行昨,86,74
3977,自我,86,75
3978,與客,86,73
3979,續創,86,82
3980,等因,86,80
3981,碩禾,86,27
3982,眼鏡,86,46
3983,直言,86,85
3984,的航,86,52
3985,的用,86,71
3986,的整,86,82
3987,球前,86,67
3988,熱情,86,68
3989,此舉,86,82
3990,況不,86,82
3991,暫時,86,76
3992,早期,86,76
3993,拍攝,86,50
3994,指定,86,74
3995,感到,86,72
3996,年財,85,67
3997,市長,85,72
3998,從去,85,80
3999,延後,85,69
4000,年整,85,82
4001,對美,85,63
4002,將從,85,76
4003,小尺,85,57
4004,天公,85,78
4005,在未,85,81
4006,因是,85,82
4007,品上,85,70
4008,周休,85,33
4009,內需,85,71
4010,到第,85,74
4011,加油,85,39
4012,保養,85,41
4013,兩成,85,76
4014,保署,85,35
4015,價位,85,68
4016,付的,85,66
4017,來就,85,82
4018,並與,85,82
4019,中租,85,14
4020,一座,85,73
4021,風電,85,19
4022,風格,85,59
4023,電業,85,49
4024,長一,85,76
4025,銀在,85,66
4026,重挫,85,74
4027,量增,85,68
4028,車險,85,18
4029,貨的,85,76
4030,計明,85,74
4031,計上,85,67
4032,翻轉,85,66
4033,結算,85,46
4034,終場,85,72
4035,相繼,85,80
4036,的職,85,69
4037,益為,85,63
4038,的功,85,79
4039,環評,85,25
4040,理想,85,75
4041,的V,85,53
4042,營造,85,65
4043,灣最,85,72
4044,漢翔,85,17
4045,灣區,85,65
4046,業局,85,58
4047,有這,85,77
4048,收費,85,58
4049,望今,85,77
4050,新科,85,72
4051,日指,85,84
4052,是今,85,79
4053,接手,85,61
4054,手術,85,32
4055,應賣,85,33
4056,打算,85,77
4057,態系,85,51
4058,席董,84,55
4059,寸面,84,54
4060,將發,84,81
4061,對國,84,77
4062,將來,84,81
4063,威脅,84,69
4064,太大,84,80
4065,基層,84,70
4066,司將,84,81
4067,力與,84,78
4068,助台,84,73
4069,出手,84,76
4070,個小,84,68
4071,個基,84,47
4072,一金,84,54
4073,任教,84,14
4074,下歷,84,76
4075,題的,84,75
4076,雜誌,84,55
4077,電今,84,56
4078,關廠,84,62
4079,關人,84,68
4080,配套,84,77
4081,跌價,84,52
4082,請辭,84,49
4083,計業,84,37
4084,設廠,84,55
4085,觀念,84,70
4086,行程,84,56
4087,萬戶,84,47
4088,總額,84,67
4089,續經,84,69
4090,而不,84,80
4091,緊急,84,72
4092,站在,84,78
4093,站上,84,82
4094,產基,84,61
4095,率與,84,77
4096,瑞倉,84,21
4097,率可,84,78
4098,物料,84,59
4099,業可,84,77
4100,業之,84,79
4101,是近,84,80
4102,時薪,84,19
4103,星展,84,28
4104,感謝,84,64
4105,徐光,83,31
4106,引導,83,70
4107,建廠,83,57
4108,常會,83,71
4109,年創,83,72
4110,宜蘭,83,45
4111,外投,83,55
4112,在進,83,79
4113,及高,83,77
4114,募集,83,49
4115,告指,83,76
4116,及其,83,76
4117,八月,83,60
4118,光曦,83,31
4119,光昨,83,61
4120,八大,83,58
4121,不必,83,75
4122,風暴,83,71
4123,邁進,83,77
4124,行人,83,56
4125,與會,83,66
4126,自於,83,78
4127,者合,83,74
4128,空業,83,42
4129,稱為,83,76
4130,的改,83,74
4131,療效,83,31
4132,無限,83,48
4133,漲勢,83,66
4134,檔期,83,42
4135,業獲,83,64
4136,業營,83,69
4137,業區,83,49
4138,望透,83,81
4139,果新,83,69
4140,時表,83,81
4141,於產,83,79
4142,是日,83,66
4143,日收,83,74
